label,text,text_clean,tokens,tokens_stemmed,tokens_lemmatized,text_tokens,text_stemmed,text_lemmatized
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",a gram usually runs like lt gt a half eighth is smarter though and gets you almost a whole second gram for lt gt,"['gram', 'usually', 'runs', 'like', 'lt', 'gt', 'half', 'eighth', 'smarter', 'though', 'gets', 'almost', 'whole', 'second', 'gram', 'lt', 'gt']","['gram', 'usual', 'run', 'like', 'lt', 'gt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'lt', 'gt']","['gram', 'usually', 'run', 'like', 'lt', 'gt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'lt', 'gt']",gram usually runs like lt gt half eighth smarter though gets almost whole second gram lt gt,gram usual run like lt gt half eighth smarter though get almost whole second gram lt gt,gram usually run like lt gt half eighth smarter though get almost whole second gram lt gt
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,k fyi x has a ride early tomorrow morning but he s crashing at our place tonight,"['fyi', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']","['fyi', 'ride', 'earli', 'tomorrow', 'morn', 'crash', 'place', 'tonight']","['fyi', 'ride', 'early', 'tomorrow', 'morning', 'crash', 'place', 'tonight']",fyi ride early tomorrow morning crashing place tonight,fyi ride earli tomorrow morn crash place tonight,fyi ride early tomorrow morning crash place tonight
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",wow i never realized that you were so embarassed by your accomodations i thought you liked it since i was doing the best i could and you always seemed so happy about the cave i m sorry i didn t and don t have more to give i m sorry i offered i m sorry your room was so embarassing,"['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'sorry', 'give', 'sorry', 'offered', 'sorry', 'room', 'embarassing']","['wow', 'never', 'realiz', 'embarass', 'accomod', 'thought', 'like', 'sinc', 'best', 'could', 'alway', 'seem', 'happi', 'cave', 'sorri', 'give', 'sorri', 'offer', 'sorri', 'room', 'embarass']","['wow', 'never', 'realize', 'embarassed', 'accomodations', 'think', 'like', 'since', 'best', 'could', 'always', 'seem', 'happy', 'cave', 'sorry', 'give', 'sorry', 'offer', 'sorry', 'room', 'embarassing']",wow never realized embarassed accomodations thought liked since best could always seemed happy cave sorry give sorry offered sorry room embarassing,wow never realiz embarass accomod thought like sinc best could alway seem happi cave sorri give sorri offer sorri room embarass,wow never realize embarassed accomodations think like since best could always seem happy cave sorry give sorry offer sorry room embarassing
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,"['sms', 'ac', 'sptv', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']","['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'repli', 'end', 'sptv']","['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']",sms ac sptv new jersey devils detroit red wings play ice hockey correct incorrect end reply end sptv,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end repli end sptv,sm ac sptv new jersey devil detroit red wing play ice hockey correct incorrect end reply end sptv
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,do you know what mallika sherawat did yesterday find out now lt url gt,"['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lt', 'url', 'gt']","['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lt', 'url', 'gt']","['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lt', 'url', 'gt']",know mallika sherawat yesterday find lt url gt,know mallika sherawat yesterday find lt url gt,know mallika sherawat yesterday find lt url gt
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",congrats year special cinema pass for is yours call now c suprman v matrix starwars etc all free bx ip we pm dont miss out,"['congrats', 'year', 'special', 'cinema', 'pass', 'call', 'suprman', 'matrix', 'starwars', 'etc', 'free', 'bx', 'ip', 'pm', 'dont', 'miss']","['congrat', 'year', 'special', 'cinema', 'pass', 'call', 'suprman', 'matrix', 'starwar', 'etc', 'free', 'bx', 'ip', 'pm', 'dont', 'miss']","['congrats', 'year', 'special', 'cinema', 'pas', 'call', 'suprman', 'matrix', 'starwars', 'etc', 'free', 'bx', 'ip', 'pm', 'dont', 'miss']",congrats year special cinema pass call suprman matrix starwars etc free bx ip pm dont miss,congrat year special cinema pass call suprman matrix starwar etc free bx ip pm dont miss,congrats year special cinema pas call suprman matrix starwars etc free bx ip pm dont miss
ham,"Sorry, I'll call later in meeting.",sorry i ll call later in meeting,"['sorry', 'call', 'later', 'meeting']","['sorri', 'call', 'later', 'meet']","['sorry', 'call', 'later', 'meeting']",sorry call later meeting,sorri call later meet,sorry call later meeting
ham,Tell where you reached,tell where you reached,"['tell', 'reached']","['tell', 'reach']","['tell', 'reach']",tell reached,tell reach,tell reach
ham,Yes..gauti and sehwag out of odi series.,yes gauti and sehwag out of odi series,"['yes', 'gauti', 'sehwag', 'odi', 'series']","['ye', 'gauti', 'sehwag', 'odi', 'seri']","['yes', 'gauti', 'sehwag', 'odi', 'series']",yes gauti sehwag odi series,ye gauti sehwag odi seri,yes gauti sehwag odi series
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,your gonna have to pick up a burger for yourself on your way home i can t even move pain is killing me,"['gon', 'na', 'pick', 'burger', 'way', 'home', 'even', 'move', 'pain', 'killing']","['gon', 'na', 'pick', 'burger', 'way', 'home', 'even', 'move', 'pain', 'kill']","['gon', 'na', 'pick', 'burger', 'way', 'home', 'even', 'move', 'pain', 'killing']",gon na pick burger way home even move pain killing,gon na pick burger way home even move pain kill,gon na pick burger way home even move pain killing
ham,Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke girls are situation seekers,"['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'situation', 'seekers']","['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situat', 'seeker']","['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situation', 'seeker']",ha ha ha good joke girls situation seekers,ha ha ha good joke girl situat seeker,ha ha ha good joke girl situation seeker
ham,Its a part of checking IQ,its a part of checking iq,"['part', 'checking', 'iq']","['part', 'check', 'iq']","['part', 'check', 'iq']",part checking iq,part check iq,part check iq
ham,"Sorry my roommates took forever, it ok if I come by now?",sorry my roommates took forever it ok if i come by now,"['sorry', 'roommates', 'took', 'forever', 'ok', 'come']","['sorri', 'roommat', 'took', 'forev', 'ok', 'come']","['sorry', 'roommate', 'take', 'forever', 'ok', 'come']",sorry roommates took forever ok come,sorri roommat took forev ok come,sorry roommate take forever ok come
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,ok lar i double check wif da hair dresser already he said wun cut v short he said will cut until i look nice,"['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'short', 'said', 'cut', 'look', 'nice']","['ok', 'lar', 'doubl', 'check', 'wif', 'da', 'hair', 'dresser', 'alreadi', 'said', 'wun', 'cut', 'short', 'said', 'cut', 'look', 'nice']","['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'say', 'wun', 'cut', 'short', 'say', 'cut', 'look', 'nice']",ok lar double check wif da hair dresser already said wun cut short said cut look nice,ok lar doubl check wif da hair dresser alreadi said wun cut short said cut look nice,ok lar double check wif da hair dresser already say wun cut short say cut look nice
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a bonus prize call,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'bonus', 'prize', 'call']","['valu', 'custom', 'pleas', 'advis', 'follow', 'recent', 'review', 'mob', 'award', 'bonu', 'prize', 'call']","['value', 'customer', 'pleased', 'advise', 'follow', 'recent', 'review', 'mob', 'award', 'bonus', 'prize', 'call']",valued customer pleased advise following recent review mob awarded bonus prize call,valu custom pleas advis follow recent review mob award bonu prize call,value customer pleased advise follow recent review mob award bonus prize call
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me,"['today', 'song', 'dedicated', 'day', 'song', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']","['today', 'song', 'dedic', 'day', 'song', 'dedic', 'send', 'ur', 'valuabl', 'frnd', 'first', 'rpli']","['today', 'song', 'dedicate', 'day', 'song', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']",today song dedicated day song dedicate send ur valuable frnds first rply,today song dedic day song dedic send ur valuabl frnd first rpli,today song dedicate day song dedicate send ur valuable frnds first rply
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur awarded a complimentary trip to eurodisinc trav aco entry or to claim txt dis to morefrmmob shracomorsglsuplt ls aj,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco', 'entry', 'claim', 'txt', 'dis', 'morefrmmob', 'shracomorsglsuplt', 'ls', 'aj']","['urgent', 'ur', 'award', 'complimentari', 'trip', 'eurodisinc', 'trav', 'aco', 'entri', 'claim', 'txt', 'di', 'morefrmmob', 'shracomorsglsuplt', 'ls', 'aj']","['urgent', 'ur', 'award', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco', 'entry', 'claim', 'txt', 'dis', 'morefrmmob', 'shracomorsglsuplt', 'l', 'aj']",urgent ur awarded complimentary trip eurodisinc trav aco entry claim txt dis morefrmmob shracomorsglsuplt ls aj,urgent ur award complimentari trip eurodisinc trav aco entri claim txt di morefrmmob shracomorsglsuplt ls aj,urgent ur award complimentary trip eurodisinc trav aco entry claim txt dis morefrmmob shracomorsglsuplt l aj
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",did you hear about the new divorce barbie it comes with all of ken s stuff,"['hear', 'new', 'divorce', 'barbie', 'comes', 'ken', 'stuff']","['hear', 'new', 'divorc', 'barbi', 'come', 'ken', 'stuff']","['hear', 'new', 'divorce', 'barbie', 'come', 'ken', 'stuff']",hear new divorce barbie comes ken stuff,hear new divorc barbi come ken stuff,hear new divorce barbie come ken stuff
ham,I plane to give on this month end.,i plane to give on this month end,"['plane', 'give', 'month', 'end']","['plane', 'give', 'month', 'end']","['plane', 'give', 'month', 'end']",plane give month end,plane give month end,plane give month end
ham,Wah lucky man... Then can save money... Hee...,wah lucky man then can save money hee,"['wah', 'lucky', 'man', 'save', 'money', 'hee']","['wah', 'lucki', 'man', 'save', 'money', 'hee']","['wah', 'lucky', 'man', 'save', 'money', 'hee']",wah lucky man save money hee,wah lucki man save money hee,wah lucky man save money hee
ham,Finished class where are you.,finished class where are you,"['finished', 'class']","['finish', 'class']","['finish', 'class']",finished class,finish class,finish class
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,hi babe im at home now wanna do something xx,"['hi', 'babe', 'im', 'home', 'wan', 'na', 'something', 'xx']","['hi', 'babe', 'im', 'home', 'wan', 'na', 'someth', 'xx']","['hi', 'babe', 'im', 'home', 'wan', 'na', 'something', 'xx']",hi babe im home wan na something xx,hi babe im home wan na someth xx,hi babe im home wan na something xx
ham,K..k:)where are you?how did you performed?,k k where are you how did you performed,['performed'],['perform'],['perform'],performed,perform,perform
ham,U can call me now...,u can call me now,['call'],['call'],['call'],call,call,call
ham,I am waiting machan. Call me once you free.,i am waiting machan call me once you free,"['waiting', 'machan', 'call', 'free']","['wait', 'machan', 'call', 'free']","['wait', 'machan', 'call', 'free']",waiting machan call free,wait machan call free,wait machan call free
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,thats cool i am a gentleman and will treat you with dignity and respect,"['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']","['that', 'cool', 'gentleman', 'treat', 'digniti', 'respect']","['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']",thats cool gentleman treat dignity respect,that cool gentleman treat digniti respect,thats cool gentleman treat dignity respect
ham,I like you peoples very much:) but am very shy pa.,i like you peoples very much but am very shy pa,"['like', 'peoples', 'much', 'shy', 'pa']","['like', 'peopl', 'much', 'shi', 'pa']","['like', 'people', 'much', 'shy', 'pa']",like peoples much shy pa,like peopl much shi pa,like people much shy pa
ham,Does not operate after  &lt;#&gt;  or what,does not operate after lt gt or what,"['operate', 'lt', 'gt']","['oper', 'lt', 'gt']","['operate', 'lt', 'gt']",operate lt gt,oper lt gt,operate lt gt
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,its not the same here still looking for a job how much do ta s earn there,"['still', 'looking', 'job', 'much', 'ta', 'earn']","['still', 'look', 'job', 'much', 'ta', 'earn']","['still', 'look', 'job', 'much', 'ta', 'earn']",still looking job much ta earn,still look job much ta earn,still look job much ta earn
